index,cate,rate,count,throughput,latency
30,Jasmine-500,100,2,0.38749499693677747,4.523019406003256
31,Jasmine-500,200,2,0.7775514401807496,3.7109551814050405
32,Jasmine-500,400,2,1.5551799920307676,3.346736158088769
33,Jasmine-500,1000,2,3.858735997148512,3.224357973119456
34,Jasmine-500,2000,2,7.73740292823638,2.8378099301350614
35,Jasmine-500,4000,2,15.35929363167244,2.2589376110516133
36,Jasmine-500,5000,2,19.15998947232405,2.181704815499824
37,Jasmine-500,6000,2,23.13682398161668,2.1769305660404603
38,Jasmine-500,6600,2,25.31505677786855,2.2991797923399213
39,Jasmine-500,7000,2,26.21284765867501,3.104604743546592
40,Jasmine-500,8500,2,25.351973928944048,3.6291808115287068
