index,cate,rate,count,throughput,latency
24,Jasmine-10,100,2,0.46132766814545434,30.043027836200785
25,Jasmine-10,200,2,0.9509251064368256,20.245363364006543
26,Jasmine-10,400,2,1.065418328124164,16.14305008055509
27,Jasmine-10,1000,2,1.4752337253567005,16.64779830000267
28,Jasmine-10,2000,2,2.127228836458427,16.64740819553497
29,Jasmine-10,3000,2,2.7530811605537755,14.557115027455225
30,Jasmine-10,4000,2,3.848152022076188,12.414555733617366
