index,cate,rate,count,throughput,latency
54,Jasmine-1000,100,2,0.38766896773240433,4.54997865042515
55,Jasmine-1000,200,2,0.771080556223473,4.592643653983014
56,Jasmine-1000,400,2,1.5492263039279908,3.785065413538204
57,Jasmine-1000,1000,2,3.80982642357563,3.503505988589409
58,Jasmine-1000,2000,2,7.971879259537754,3.407212254666061
59,Jasmine-1000,4000,2,15.298991493123443,2.951729030694194
60,Jasmine-1000,5500,2,20.872311184078804,2.9049154311685665
61,Jasmine-1000,6500,2,24.749190718160747,2.93709131910641
62,Jasmine-1000,6750,2,25.95779969077433,2.9377106699536473
63,Jasmine-1000,7000,2,26.582479424031384,3.7269341133960427
64,Jasmine-1000,7500,2,26.354292847006086,4.092623489796948
65,Jasmine-1000,8300,2,26.006749786257238,4.376139241566759
66,Jasmine-1000,10000,2,24.09638098218037,4.850066842750188
