index,cate,rate,count,throughput,latency
70,Narwhal-512,1000,1,3.559,4.933
71,Narwhal-512,2500,1,8.505,5.148
72,Narwhal-512,3000,1,7.233,9.189
73,Narwhal-512,4000,1,4.957,14.854
