index,cate,rate,count,throughput,latency
70,Jasmine-100,100,2,0.37916197998839285,2.842752983551983
71,Jasmine-100,200,2,0.7775352093927212,2.515878894102546
72,Jasmine-100,300,1,1.172617621215752,2.425233219800182
73,Jasmine-100,500,2,1.9621249561992935,2.422000889726474
74,Jasmine-100,1000,3,3.938961319457906,2.6365839815142986
75,Jasmine-100,2000,3,7.820162872355946,2.6195604894734728
76,Jasmine-100,5000,2,18.76376257199459,2.1437160296532247
77,Jasmine-100,10000,3,39.02463516252354,1.7348166118179449
78,Jasmine-100,20000,3,61.14539338235906,1.8103331818861683
79,Jasmine-100,40000,2,66.28034954869673,1.7032387891152223
