index,cate,rate,count,throughput,latency
29,HotStuff-10,100,2,0.380885043543035,6.778687096879747
30,HotStuff-10,200,2,0.7580002201371416,6.048334334691349
31,HotStuff-10,300,2,1.124769870148537,6.063334787220821
32,HotStuff-10,400,2,1.4992760885394452,7.040773300567312
33,HotStuff-10,500,2,1.5553760464825144,12.14355841546697
