index,cate,rate,count,throughput,latency
51,Jasmine-1,100,2,0.3999600039996,0.024213125000000002
52,Jasmine-1,200,2,0.7999200079992,0.02420375
53,Jasmine-1,400,2,1.5999200079992,0.0242925
54,Jasmine-1,800,2,3.1996800319968,0.0244534375
55,Jasmine-1,1600,2,6.3996800319968,0.0244234375
56,Jasmine-1,3200,2,12.797440511897621,0.024429390625
57,Jasmine-1,6400,2,25.6,0.024471583984375003
58,Jasmine-1,12000,2,47.990401919616076,0.02520926875
59,Jasmine-1,24000,2,95.87297783103655,0.02483053050427618
60,Jasmine-1,48000,2,191.97020297970204,0.027763039259919776
61,Jasmine-1,80000,2,318.9747276324222,0.031401407423391335
