index,cate,rate,count,throughput,latency
41,Narwhal-500,1000,1,3.541,5.358
42,Narwhal-500,2000,1,5.055,5.405
43,Narwhal-500,4000,1,14.267,4.736
44,Narwhal-500,8000,1,28.512,5.438
45,Narwhal-500,9000,1,32.55,5.351
46,Narwhal-500,10000,1,30.734,8.885
47,Narwhal-500,12000,1,26.921,14.44
