index,cate,rate,count,throughput,latency
19,Narwhal-128,1000,2,3.5615,5.273
20,Narwhal-128,2000,2,7.046,5.1475
21,Narwhal-128,4000,1,14.447,4.59
22,Narwhal-128,6000,1,22.364,4.461
23,Narwhal-128,8000,1,29.37,4.886
24,Narwhal-128,9000,1,31.155,5.166
25,Narwhal-128,10000,1,31.205,8.969
26,Narwhal-128,11000,1,28.28,11.931
27,Narwhal-128,12000,1,25.935,14.834
