index,cate,rate,count,throughput,latency
0,HotStuff-250,100,2,0.3833926359882929,3.8418063893330894
1,HotStuff-250,200,2,0.7637788960487806,3.633724670648281
2,HotStuff-250,225,2,0.8365165238507468,3.969882535957176
3,HotStuff-250,250,2,0.846031928674915,6.508708515184023
4,HotStuff-250,300,2,0.8427537129049646,10.6125456996784
5,HotStuff-250,400,2,0.8478769017818797,11.599219125511883
