index,cate,rate,count,throughput,latency
51,Jasmine-512,100,1,0.3892984138399457,3819.1955099422707
52,Jasmine-512,200,1,0.7746794584416749,3457.050925925926
53,Jasmine-512,400,1,1.5528781793842035,3331.916881111683
54,Jasmine-512,800,1,3.1021923303363836,3089.005436181163
55,Jasmine-512,1600,1,6.17645003842814,2755.833834841629
56,Jasmine-512,1800,1,7.050658898968825,2838.1423780986443
57,Jasmine-512,1850,1,7.166422619206092,2730.3499756666592
58,Jasmine-512,1900,1,7.260631749855271,3128.738908567684
59,Jasmine-512,1950,1,6.302208775386983,4684.767340106333
60,Jasmine-512,2000,1,7.041669993612264,4156.502519421872
