index,cate,rate,count,throughput,latency
39,Narwhal-256,100,1,0.354,5031.0
40,Narwhal-256,1500,1,5.34,4911.0
41,Narwhal-256,3000,1,10.853,4415.0
42,Narwhal-256,4000,1,14.286,4769.0
43,Narwhal-256,4500,1,15.983,4704.0
44,Narwhal-256,5000,1,15.759,6140.0
45,Narwhal-256,6000,1,13.615,9864.0
