index,cate,rate,count,throughput,latency
17,Narwhal-128,100,1,0.37,5216.0
18,Narwhal-128,6000,1,22.364,4461.0
19,Narwhal-128,8000,1,29.37,4886.0
20,Narwhal-128,10000,1,31.205,8969.0
21,Narwhal-128,11000,1,28.28,11931.0
22,Narwhal-128,12000,1,25.935,14834.0
