index,cate,rate,count,throughput,latency
61,Narwhal-512,100,1,0.344,4897.0
62,Narwhal-512,1000,1,3.559,4933.0
63,Narwhal-512,2500,1,8.505,5148.0
64,Narwhal-512,3000,1,7.233,9189.0
65,Narwhal-512,4000,1,4.957,14854.0
66,Narwhal-512,6000,1,2.658,13708.0
